English,Marathi
She is eager to go to France.,ती फ्रान्सला जायला उत्सुक आहे.
She is living in the village.,ती गावात राहते आहे.
She is never late for school.,तिला शाळेला कधीच उशीर होत नाही.
She is never late for school.,त्यांना शाळेला कधीच उशीर होत नाही.
She is proud of her students.,तिला तिच्या विद्यार्थ्यांचा अभिमान आहे.
She is working night and day.,ती रात्रंदिवस काम करत असते.
She killed herself yesterday.,तिने काल आत्महत्या केली.
"She knew a lot of songs, too.",तिला भरपूर गाणीही माहीत होती.
"She knew a lot of songs, too.",गाणीही भरपूर माहीत होती.
She looked at me and laughed.,तिने माझ्याकडे बघितलं आणि हसली.
She looked at me and laughed.,ती माझ्याकडे बघून हसली.
She looked out of the window.,तिने खिडकीबाहेर पाहिले.
She looked out of the window.,त्यांनी खिडकीबाहेर पाहिले.
She loves Tom more than I do.,टॉमवर मी जितकं प्रेम करतो त्यापेक्षा जास्त ती करते.
She loves Tom more than I do.,टॉमवर मी जितकं प्रेम करते त्यापेक्षा जास्त ती करते.
She passed away two days ago.,ती दोन दिवसांपूर्वी वारली.
She passed away two days ago.,त्या दोन दिवसांपूर्वी वारल्या.
She took part in our project.,तिने आमच्या प्रकल्पात भाग घेतला.
She was sitting under a tree.,ती एका झाडाखाली बसलेली.
She went with him to the zoo.,ती त्याच्याबरोबर प्राणीसंग्रहालयात गेली.
Should I stay or should I go?,थांबू की जाऊ?
Sit down and close your eyes.,खाली बस आणि डोळे बंद कर.
Some people started laughing.,काही लोकं हसू लागली.
Some people started laughing.,काही लोकांनी हसायला सुरुवात केली.
Someone is playing the piano.,कोणीतरी पियानो वाजवतंय.
Someone turned the alarm off.,कोणीतरी अलार्म बंद केला.
Sometimes I run out of money.,कधीकधी माझे पैसे संपतात.
Spanish is her mother tongue.,स्पॅनिश तिची मातृभाषा आहे.
Stay away from my girlfriend.,माझ्या गर्लफ्रेंडपासून दूर रहा.
Strike while the iron is hot.,तवा तापला तोवर भाकरी भाजून घ्यावी.
Sugar dissolves in hot water.,साखर गरम पाण्यात विरघळून जाते.
Summer is my favorite season.,उन्हाळा हा माझा आवडता ऋतू आहे.
Tea is widely grown in India.,चहा भारतात मोठ्या प्रमाणात उगवला जातो.
Tell her that I am in a taxi.,तिला सांग मी टॅक्सीत आहे.
That book had a lot of pages.,त्या पुस्तकात भरपूर पानं होती.
That car belongs in a museum.,ती गाडी एखाद्या वस्तुसंग्रहालयात असायला हवी.
That car is really expensive.,ती गाडी खरच महाग आहे.
That coat is too big for you.,तो कोट तुला खूप मोठा होत आहे.
That coat is too big for you.,तो कोट तुम्हाला खूप मोठा होत आहे.
That doesn't change anything.,त्याने काहीही बदलत नाही.
That happened three days ago.,ते घडलं तीन दिवसांपूर्वी.
That horse is very expensive.,तो घोडा खूप महागडा आहे.
That isn't the case in Japan.,अशी जपानमध्ये स्थिती नाहीये.
That isn't the case in Japan.,जपानमध्ये असं नाही आहे.
That sounds like a good idea.,ती चांगली आयडिया वाटतेय.
That toy is made out of wood.,ते खेळणं लाकडाचं बनलेलं आहे.
That's because you're a girl.,ते कारण तू मुलगी आहेस.
That's never going to happen.,तसं कधीच घडणार नाहीये.
That's not my favorite topic.,तो माझा आवडता मुद्दा नाहीये.
That's the part I liked best.,मला तोच भाग सर्वात जास्त आवडला.
The British climbed the hill.,ब्रिटिश टेकडीवर चढले.
The Eiffel Tower is in Paris.,आयफेल टॉवर पॅरिसमध्ये आहे.
The apples will be ripe soon.,सफरचंद लवकरच पिकतील.
The baby was quiet all night.,बाळ रात्रभर शांत होतं.
The boss will be angry at me.,बॉस माझ्यावर रागवतील.
The boss will be angry at me.,साहेब माझ्यावर रागवतील.
The boy fell from the bridge.,तो मुलगा पुलावरून पडला.
The boy made fun of the girl.,त्या मुलाने मुलीची मजा केली.
The capital of Italy is Rome.,इटलीची राजधानी रोम आहे.
The children are all excited.,मुलं सगळी उत्तेजित आहेत.
The concert is now beginning.,कॉन्सर्ट आता सुरू होत आहे.
The customer is always right.,ग्राहक नेहमीच बरोबर असतो.
The doctor examined the baby.,डॉक्टरांनी बाळाला तपासलं.
The doctor examined the baby.,डॉक्टरने बाळाला तपासलं.
The doctor gave Tom morphine.,डॉक्टरने टॉमला मॉर्फिन दिलं.
The dog ran after the rabbit.,कुत्रा सशामागे पळाला.
The girl caught a small fish.,मुलीने एक छोटा मासा पकडला.
The king crushed his enemies.,राजाने त्याच्या शत्रूंना चेंगरून टाकलं.
The meeting's about to start.,मीटिंग आत्ताच सुरू होणार आहे.
The museum is closed Sundays.,वस्तुसंग्रहालय रविवारी बंद असतं.
The new building is enormous.,ती नवीन इमारत प्रचंड आहे.
The old house was demolished.,जुनं घर पाडवण्यात आलं.
The play is at eight o'clock.,नाटक आठ वाजता आहे.
The population is increasing.,लोकसंख्या वाढत आहे.
The price of oil is going up.,तेलाचा भाव वाढतोय.
The rainy season has started.,पावसाळा सुरू झाला आहे.
The roof of the house is red.,घराचं छत लाल आहे.
The sky was bright and clear.,आकाश उजळ व साफ होतं.
The statue's head is missing.,पुतळ्याचं डोकं गायब आहे.
The sun is essential to life.,सूर्य जीवनासाठी अत्यावश्यक आहे.
The tall man left in a hurry.,उंच माणूस घाईने निघाला.
The tall man left in a hurry.,तो उंच माणूस तर घाईतच निघून गेला.
The thief admitted his crime.,चोराने आपला गुन्हा कबूल केला.
The thieves hid in the woods.,चोर जंगलात लपले.
"The total comes to 3,000 yen.",एकूण ३००० येन होतात.
The towel is in the bathroom.,टॉवेल बाथरूममध्ये आहे.
The towel is in the bathroom.,टॉवेल स्नानगृहात आहे.
The train is sure going fast.,ट्रेन तर एकदम वेगानेच जातेय.
The train leaves at 2:30 p.m.,ट्रेन दुपारच्या २:३० वाजता निघते.
The water was five feet deep.,पाणी पाच फूट खोल होतं.
The whole nation wants peace.,संपूर्ण देशाला शांती हवी आहे.
There are holes in the floor.,जमिनीत खड्डे आहेत.
There are insects everywhere.,सगळीकडे कीडे आहेत.
There are people in the park.,उद्यानात लोकं आहेत.
There are two thousand books.,दोन हजार पुस्तकं आहेत.
There is a boy near the door.,दरवाज्यापाशी एक मुलगा आहे.
There is a cat under the bed.,बेडखाली मांजर आहे.
There is a clock on the wall.,भिंतीवर घड्याळ आहे.
There is a fly in the coffee.,कॉफीत माशी आहे.
There is a house on the hill.,टेकडीवर एक घर आहे.
There is but one alternative.,आहे तर एकच पर्याय.
There is no clock in my room.,माझ्या खोलीत घड्याळ नाहीये.
There was no need to do that.,तसं करायची काहीही गरज नव्हती.
There was no need to do that.,तसं करायची काहीच गरज नव्हती.
There was no one in the room.,खोलीत कोणी नव्हतं.
There was nobody in the room.,खोलीत कोणीही नव्हतं.
There were plenty of choices.,पुष्कळ पर्याय होते.
There were police everywhere.,सगळीकडे पोलीस होते.
There's a park near my house.,माझ्या घराजवळ एक उद्यान आहे.
There's a possibility of war.,युद्धाची शक्यता आहे.
There's nothing left to lose.,गमवायला काही उरलंच नाहीये.
There's nothing left to lose.,गमवायला काहीही उरलं नाहीये.
There's nothing more to tell.,सांगण्यासारखं अजून काही नाहीये.
There's one cup on the table.,टेबलावर एक कप आहे.
There's only one bullet left.,एकच गोळी राहिली आहे.
There's only one bullet left.,फक्त एक गोळी राहिली आहे.
There's only one bullet left.,फक्त एकच गोळी राहिली आहे.
There's something down there.,तिथे खाली काहीतरी आहे.
There's something wrong here.,इथे काहीतरी गडबड आहे.
These hats are the same size.,ह्या टोप्या एकाच आकाराच्या आहेत.
They adopted the little girl.,त्यांनी त्या छोट्या मुलीला दत्तक घेतलं.
They began to climb the hill.,ते टेकडीवर चढू लागले.
They began to climb the hill.,त्यांनी टेकडीवर चढायला सुरुवात केली.
They both like the same girl.,त्या दोघांना एकच मुलगी आवडते.
They both like the same girl.,त्या दोघींना एकच मुलगी आवडते.
They don't speak French here.,इथे फ्रेंच बोलली जात नाही.
They don't speak French here.,ते इथे फ्रेंच बोलत नाहीत.
They go to church on Sundays.,ते रविवारी चर्चला जातात.
They have a ten-year-old son.,त्यांच्याकडे एक दहा वर्षाचा मुलगा आहे.
They have a ten-year-old son.,त्यांचा एक दहा वर्षाचा मुलगा आहे.
They live in another country.,ते दुसर्‍या देशात राहतात.
They live in another country.,त्या दुसर्‍या देशात राहतात.
They live on the floor above.,ते वरच्या मजल्यावर राहतात.
They live on the floor above.,त्या वरच्या मजल्यावर राहतात.
They sell meat in this store.,या दुकानात मांस विकतात.
They should blame themselves.,त्यांनी दोष स्वतःवरच घातला पाहिजे.
They speak Spanish in Mexico.,मेक्सिकोमध्ये स्पॅनिश बोलली जाते.
They wanted to steal the car.,त्यांना गाडी चोरायची होती.
They went to Kyoto last year.,ते गेल्या वर्षी क्योटोला गेलेले.
They're going to have a baby.,त्यांना बाळ होणार आहे.
This battery is rechargeable.,ही बॅटरी रिचार्जेबल आहे.
This book is about education.,हे पुस्तक शिक्षणाविषयी आहे.
This book sold well in Japan.,हे पुस्तक जपानमध्ये बर्‍यापैकी विकलं गेलं.
This car was made in Germany.,ही गाडी जर्मनीत बनवली गेली होती.
This classroom is very large.,हा वर्ग खूप मोठा आहे.
This could change everything.,याने सर्वकाही बदलून जाऊ शकतं.
This country is rich in coal.,हा देश कोळश्यात संपन्न आहे.
"This has happened to me, too.",असं माझ्याबरोबरही घडलं आहे.
This house has two bathrooms.,या घरात दोन बाथरूम आहेत.
This is all the money I have.,माझ्याकडे इतकेच पैसे आहेत.
This is an old Scottish song.,हे एक जुनं स्कॉटिश गाणं आहे.
This is completely different.,हे पूर्णपणे वेगळं आहे.
This is my daughter's school.,ही माझ्या मुलीची शाळा.
This is my mother's computer.,हा माझ्या आईचा संगणक आहे.
This is the American Embassy.,हे अमेरिकन दूतावास आहे.
This is the only alternative.,हा एकमात्र पर्याय आहे.
This is the only alternative.,हा एकच पर्याय आहे.
This is the only book I have.,माझ्याकडे हे एकच पुस्तक आहे.
This is where the fun begins.,इथे मजा सुरू होते.
This mine is 500 meters deep.,ही खाण ५०० मीटर खोल आहे.
This photo was taken in Nara.,हा फोटो नारामध्ये घेतलेला.
This question is very simple.,हा प्रश्न अतिशय सरळ आहे.
This sentence has five words.,या वाक्यात पाच शब्द आहेत.
This shirt is too big for me.,हा शर्ट मला खूपच मोठा होत आहे.
This shirt is too big for me.,हा शर्ट मला खूप मोठा होतोय.
This student's books are new.,या विद्यार्थ्याची पुस्तकं नवीन आहेत.
This student's books are new.,या विद्यार्थिनीची पुस्तकं नवीन आहेत.
This type of cat has no tail.,या प्रकारच्या मांजरीला शेपूट नसते.
This umbrella belongs to Tom.,ही छत्री टॉमची आहे.
This was Rodica's fifth book.,हे रोडिकाचं पाचवं पुस्तक होतं.
This was something different.,हे काहीतरी वेगळंच होतं.
Those things really happened.,त्या गोष्टी खरच घडल्या आहेत.
Tom Jackson has been elected.,टॉम जॅक्सन निवडून आला आहे.
Tom Jackson has been elected.,टॉम जॅक्सन निवडून आले आहेत.
Tom acknowledged his mistake.,टॉमने आपली चूक कबूल केली.
Tom already knows the answer.,टॉमला आधीच उत्तर माहीत आहे.
Tom already thinks I'm crazy.,आधीच टॉमला वाटतं मी वेडा आहे.
Tom already thinks I'm crazy.,आधीच टॉमला वाटतं मी वेडी आहे.
Tom always wears blue shirts.,टॉम नेहमीच निळे शर्ट घालतो.
Tom and Mary are both scared.,टॉम आणि मेरी दोघेही घाबरले आहेत.
Tom and Mary are mad at John.,टॉम व मेरी जॉनवर रागावले आहेत.
Tom and Mary are playing Uno.,टॉम व मेरी ऊनो खेळतायत.
Tom and Mary are vegetarians.,टॉम आणि मेरी शाकाहारी आहेत.
Tom and Mary danced together.,टॉम व मेरी एकत्र नाचले.
Tom and Mary never met again.,टॉम आणि मेरी पुन्हा कधीही भेटले नाही.
Tom and Mary sat down to eat.,टॉम व मेरी जेवायला खाली बसले.
Tom and Mary sat down to eat.,टॉम व मेरी खायला खाली बसले.
Tom and Mary started talking.,टॉम आणि मेरी बोलू लागले.
Tom and Mary wanted children.,टॉम आणि मेरीला मुलं हवी होती.
Tom bought his gun in Boston.,टॉमने त्याची बंदूक बॉस्टनमध्ये विकत घेतली.
Tom called me up from Boston.,टॉमने मला बॉस्टनपासून फोन केला.
Tom came back Monday morning.,टॉम सोमवारी सकाळी परतला.
Tom came in through a window.,टॉम एका खिडकीतून आत आला.
Tom came in through a window.,टॉम एका खिडकीतून आतमध्ये आला.
Tom can go wherever he likes.,टॉमला हवं असेल तिथे तो जाऊ शकतो.
Tom cleaned his room quickly.,टॉमने झटपट त्याची खोली साफ केली.
Tom cried like a little baby.,टॉम एखाद्या लहान बाळाप्रमाणे रडला.
Tom didn't apologize to Mary.,टॉमने मेरीची माफी मागितली नाही.
Tom didn't ask Mary anything.,टॉमने मेरीला काहीही विचारलं नाही.
Tom didn't ask Mary anything.,टॉमने मेरीला काहीच विचारलं नाही.
Tom didn't clean the kitchen.,टॉमने स्वयंपाकघर साफ केलं नाही.
Tom didn't clean the kitchen.,टॉमने किचन साफ केलं नाही.
Tom didn't come to the party.,टॉम पार्टीला आला नाही.
Tom didn't do anything wrong.,टॉमने काहीही चुकीचं केलं नाही.
Tom didn't have enough money.,टॉमकडे पुरेसे पैसे नव्हते.
Tom didn't want any violence.,टॉमला हिंसा नको होती.
Tom didn't want to go to bed.,टॉमला झोपायचं नव्हतं.
Tom died on Monday in Boston.,टॉम सोमवारी बॉस्टनमध्ये वारला.
Tom died on Monday in Boston.,टॉम सोमवारी बॉस्टनमध्ये मेला.
Tom doesn't care about money.,टॉमला पैश्याची फिकीर नाहीये.
Tom doesn't eat meat or eggs.,टॉम मांस व अंडी खात नाही.
Tom doesn't know how to swim.,टॉमला पोहायला येत नाही.
Tom doesn't know who Mary is.,मेरी कोण आहे हे टॉमला माहीत नाही.
Tom doesn't like eating fish.,टॉमला मासे खायला आवडत नाहीत.
Tom doesn't like wearing red.,टॉमला लाल कपडे घालायला आवडत नाहीत.
Tom doesn't listen to anyone.,टॉम कोणाचंच ऐकत नाही.
Tom doesn't listen to anyone.,टॉम कोणाचंही ऐकत नाही.
Tom doesn't live in the city.,टॉम शहरात राहत नाही.
Tom doesn't need Mary's help.,टॉमला मेरीच्या मदतीची गरज नाही.
Tom doesn't need Mary's help.,टॉमला मेरीच्या मदतीची गरज नाही आहे.
Tom doesn't need Mary's help.,टॉमना मेरींच्या मदतीची गरज नाही.
Tom doesn't run this company.,टॉम ही कंपनी चालवत नाही.
Tom doesn't tell me anything.,टॉम मला काहीच सांगत नाही.
Tom doesn't want to go alone.,टॉमला एकट्याने जायचं नाहीये.
Tom doesn't want to meet you.,टॉमला तुला भेटायचं नाहीये.
Tom doesn't want to meet you.,टॉमला तुम्हाला भेटायचं नाहीये.
Tom eats only raw vegetables.,टॉम फक्त कच्च्या भाज्या खातो.
Tom fell asleep during class.,टॉम वर्ग चालू असताना झोपून गेला.
Tom fell asleep on the couch.,टॉम सोफ्यावर झोपून गेला.
Tom fell asleep on the train.,टॉम ट्रेनवर झोपून गेला.
Tom finally changed his name.,टॉमने शेवटी आपलं नाव बदललं.
Tom finally stopped laughing.,टॉमने शेवटी हसणं थांबवलं.
Tom found a hair in his soup.,टॉमला त्याच्या सूपमध्ये एक केस सापडला.
Tom got on his bike and left.,टॉम आपल्या बाईकवर बसून निघाला.
Tom got on his bike and left.,टॉम आपल्या बाईकवर बसला आणि निघाला.
Tom had never driven a truck.,टॉमने कधीही ट्रक चालवला नव्हता.
Tom has been to Boston twice.,टॉम बॉस्टनला दोनदा गेला आहे.
Tom has helped me many times.,टॉमने माझी अनेक वेळा मदत केली आहे.
Tom has never fallen in love.,टॉम कधीही प्रेमात पडला नाहीये.
Tom has never studied French.,टॉमने फ्रेंचचा अभ्यास कधीच केला नाहीये.
Tom has never studied French.,टॉमने कधीही फ्रेंचचा अभ्यास केला नाहीये.
Tom has three thousand books.,टॉमकडे तीन हजार पुस्तकं आहेत.
Tom hasn't been captured yet.,टॉमला अजूनपर्यंत पकडण्यात आलं नाहीये.
Tom hasn't done anything yet.,टॉमने अजूनपर्यंत काहीही केलं नाहीये.
Tom hasn't done anything yet.,टॉमने अजूनपर्यंत काहीच केलं नाहीये.
Tom hasn't paid his rent yet.,टॉमने अजूनपर्यंत त्याचं भाडं भरलं नाहीये.
Tom hasn't yet returned home.,टॉम अजूनपर्यंत घरी परतला नाहीये.
Tom heard this and got angry.,टॉम हे ऐकून रागावला.
Tom helped Mary into the car.,टॉमने मेरीची गाडीत बसण्यात मदत केली.
Tom is a good friend of mine.,टॉम माझा एक चांगला मित्र आहे.
Tom is an old friend of mine.,टॉम माझा जुना मित्र आहे.
Tom is asleep in his bedroom.,टॉम त्याच्या बेडरूममध्ये झोपलेला आहे.
Tom is eating a ham sandwich.,टॉम हॅम सँडविच खातोय.
Tom is growing a beard again.,टॉम पुन्हा दाढी वाढवतो आहे.
Tom is here in this hospital.,टॉम इथे रुग्णालयात आहे.
Tom is imitating the teacher.,टॉम शिक्षकांची नक्कल करतोय.
Tom is looking for something.,टॉम काहीतरी शोधतोय.
Tom is looking for the truth.,टॉम सत्य शोधत आहे.
Tom is more famous than Mary.,टॉम मेरीपेक्षा जास्त प्रसिद्ध आहे.
Tom is moving to a new house.,टॉम एका नवीन घरात शिफ्ट होत आहे.
Tom is now working in Boston.,टॉम आता बॉस्टनमध्ये काम करत आहे.
Tom is on night duty tonight.,टॉम आज रात्री रात्रीच्या ड्यूटीवर आहे.
Tom is one of my technicians.,टॉम माझा एक टेक्निशियन आहे.
Tom is only thirty years old.,टॉम फक्त तीस वर्षांचा आहे.
Tom is playing with his toys.,टॉम त्याच्या खेळण्यांबरोबर खेळतोय.
Tom is sitting on the ground.,टॉम जमिनीवर बसला आहे.
Tom is somewhere in the park.,टॉम उद्यानात कुठेतरी आहे.
Tom is still in the hospital.,टॉम अजूनही रुग्णालयात आहे.
Tom is swimming in the river.,टॉम नदीत पोहत होता.
Tom is the perfect gentleman.,टॉम म्हणजे परिपूर्ण सज्जन आहे.
Tom is trying to contact you.,टॉम तुझ्याशी संपर्क साधायचा प्रयत्न करत आहे.
Tom is trying to contact you.,टॉम तुमच्याशी संपर्क साधायचा प्रयत्न करत आहे.
Tom is watching TV right now.,टॉम यावेळी टीव्ही बघत आहे.
Tom is wearing a new uniform.,टॉमने नवीन युनिफॉर्म घातला आहे.
Tom is working in the garden.,टॉम बागेत काम करतोय.
Tom isn't going to help Mary.,टॉम मेरीची मदत करणार नाहीये.
Tom isn't going to marry you.,टॉम तुझ्याशी लग्न करणार नाहीये.
Tom isn't going to marry you.,टॉम तुमच्याशी लग्न करणार नाहीये.
Tom killed himself last year.,गेल्या वर्षी टॉमने स्वतःचं जीव घेतलं.
Tom knows both Mary and John.,टॉम मेरी व जॉन दोघांनाही ओळखतो.
Tom knows how to drive a car.,टॉमला गाडी चालवता येते.
Tom knows how to read French.,टॉमला फ्रेंच वाचता येते.
Tom knows nothing about Mary.,टॉमला मेरीबद्दल काही माहीत नाही.
Tom let Mary play his guitar.,टॉमने मेरीला त्याची गिटार वाजवायला दिली.
Tom lives in a small village.,टॉम एका छोट्या गावात राहतो.
Tom lives in a small village.,टॉम एका छोट्याश्या गावात राहतो.
Tom married a Canadian woman.,टॉमने एका कॅनेडियन बाईशी लग्न केलं.
Tom met Mary three years ago.,टॉम मेरीला तीन वर्षांपूर्वी भेटला.
Tom must have seen something.,टॉमला काहीतरी दिसलं असावं.
Tom must've gone to see Mary.,टॉम मेरीला बघायला गेला असेल.
Tom no longer teaches French.,टॉम आता फ्रेंच शिकवत नाही.
Tom opened all three letters.,टॉमने तिन्ही पत्रे उघडली.
Tom pressed the pause button.,टॉमने पॉझ बटण दाबलं.
Tom pressed the wrong button.,टॉमने चुकीचं बटण दाबलं.
Tom pushed Mary out the door.,टॉमने मेरीला दाराबाहेर ढकललं.
Tom put the cake in the oven.,टॉमने केक ओव्हनमध्ये ठेवला.
Tom put the cake in the oven.,टॉमने केक ओव्हनमध्ये घातला.
Tom realizes what's happened.,टॉमला कळतं काय घडलं आहे.
Tom realizes what's happened.,काय झालं आहे हे टॉमला कळतं.
Tom said he did that in 2013.,टॉम म्हणतो की त्याने ते २०१३ मध्ये केलं.
Tom said he did that in 2013.,टॉम म्हणतो की त्याने तसं २०१३ मध्ये केलं.
Tom said he doesn't eat meat.,टॉम म्हणाला तो मांस खात नाही म्हणून.
Tom said he'll come tomorrow.,टॉम म्हणाला की तो उद्या येईल.
Tom said something in French.,टॉमने फ्रेंचमध्ये काहीतरी म्हटलं.
Tom saw Mary in the audience.,टॉमने मेरीला प्रेक्षकांमध्ये पाहिलं.
Tom says he'll be a bit late.,टॉम म्हणतो त्याला थोडा उशीर होईल.
Tom slipped on a banana peel.,टॉम केळ्याच्या सालीवर घसरला.
Tom still doesn't understand.,टॉमला अजूनही समजत नाही.
Tom still doesn't understand.,टॉमला अजूनही कळत नाही.
Tom studies French every day.,टॉम दररोज फ्रेंचचा अभ्यास करतो.
Tom teaches French in Boston.,टॉम बॉस्टनमध्ये फ्रेंच शिकवतो.
Tom thinks highly of himself.,टॉम स्वतःला खूप मोठा समजतो.
Tom threw a rock at the tree.,टॉमने झाडावर एक दगड फेकला.
Tom told the boys to line up.,टॉमनी मुलांना रांगेत उभं राहायला सांगितलं.
Tom told the boys to line up.,टॉमनी पोरांना रांगेत उभं राहायला सांगितलं.
Tom tried to make Mary happy.,टॉमने मेरीला खुश करायचा प्रयत्न केला.
Tom tried to open the window.,टॉमने खिडकी उघडायचा प्रयत्न केला.
Tom turned on the headlights.,टॉमने हेडलाईट चालू केले.
Tom turned out to be a thief.,टॉम चोर निघाला.
Tom understood it completely.,टॉमला ते पूर्णपणे समजलं.
Tom used to work in a bakery.,टॉम एका बेकरीत काम करायचा.
Tom walks his dogs every day.,टॉम आपल्या कुत्र्यांना दररोज चालवतो.
Tom wanted Mary to come home.,टॉमला हवं होतं की मेरीने घरी यावं.
Tom wanted a million dollars.,टॉमला एक दशलक्ष डॉलर हवे होते.
Tom wanted to buy some sugar.,टॉमला जराशी साखर विकत घ्यायची होती.
Tom wanted to go to the lake.,टॉमला तलावाकडे जायचं होतं.
Tom wanted to go to the lake.,टॉमला तलावाच्या इथे जायचं होतं.
Tom wanted to live in Boston.,टॉमला बॉस्टनमध्ये राहायचं होतं.
Tom wanted to talk with Mary.,टॉमला मेरीबरोबर बोलायचं होतं.
Tom wanted to wash his hands.,टॉमला त्याचे हात धुवायचे होते.
Tom wants a watch like yours.,टॉमला तुझ्यासारखं घड्याळ हवं आहे.
Tom wants a watch like yours.,टॉमला तुमच्यासारखं घड्याळ हवं आहे.
Tom wants this room spotless.,मला ही खोली चकाचक करून हवी आहे.
Tom was Mary's first husband.,टॉम मेरीचा पहिला नवरा होता.
Tom was alone in the kitchen.,टॉम स्वयंपाकघरात एकटा होता.
Tom was alone in the kitchen.,टॉम किचनमध्ये एकटा होता.
Tom was also shot in the leg.,टॉमला पायातही गोळी लागली.
Tom was also shot in the leg.,टॉमला पायातसुद्धा गोळी लागली.
Tom was arrested immediately.,टॉमला ताबडतोब अटक करण्यात आली.
Tom was at home at that time.,टॉम त्यावेळी घरी होता.
Tom was in Australia in 2013.,२०१३ मध्ये टॉम ऑस्ट्रेलियात होता.
Tom was like a brother to me.,टॉम माझ्या भावासारखा होता.
Tom was responsible for that.,त्यासाठी टॉम जबाबदार होता.
Tom was standing beside Mary.,टॉम मेरीच्या बाजूला उभा होता.
Tom was troubled by the news.,टॉम बातमी ऐकून त्रस्त होता.
Tom wasn't telling the truth.,टॉम खरं सांगत नाहीये.
Tom wasn't wearing a red tie.,टॉमने लाल टाय घातला नव्हता.
Tom weighs over 90 kilograms.,टॉमचं वजन ९० किलोग्रामपेक्षा जास्त आहे.
Tom went to Boston on Monday.,टॉम सोमवारी बॉस्टनला गेला.
Tom went to church with Mary.,टॉम मेरीबरोबर चर्चला गेला.
Tom will be thirty next year.,पुढच्या वर्षी टॉम तीस वर्षांचा होईल.
Tom works on the third floor.,टॉम तिसर्‍या मजल्यावर काम करतो.
Tom's father was in the Army.,टॉमचे वडील लष्करात होते.
Tom's father was very strict.,टॉमचे वडील अतिशय कठोर होते.
Tom's father was very strict.,टॉमचे बाबा एकदम स्ट्रिक्ट होते.
Tom's fever is getting worse.,टॉमचा ताप वाढत आहे.
Tom's not answering his cell.,टॉम त्याचा मोबाईल उचलत नाहीये.
Tomorrow I am going shopping.,उद्या मी खरेदी करायला जाणार आहे.
Try pushing the other button.,दुसरं बटण दाबून बघ.
Try pushing the other button.,दुसरं बटण दाबून बघा.
We both want to study French.,आम्हा दोघांना फ्रेंचचा अभ्यास करायचा आहे.
We both want to study French.,आम्हा दोघींना फ्रेंचचा अभ्यास करायचा आहे.
We both want to study French.,आपल्या दोघांना फ्रेंचचा अभ्यास करायचा आहे.
We both want to study French.,आपल्या दोघींना फ्रेंचचा अभ्यास करायचा आहे.
We don't have any more bread.,आमच्याकडे आजून ब्रेड नव्हता.
We don't know the answer yet.,उत्तर आम्हाला अजूनपर्यंत माहीत नाही.
We don't know the answer yet.,उत्तर आपल्याला अजूनपर्यंत माहीत नाही.
We found the boy fast asleep.,तो मुलगा आम्हाला गाढ झोपेत सापडला.
We found the boy fast asleep.,आपल्याला तो मुलगा गाढ झोपेत सापडला.
We have lots of things to do.,आम्हाला करायला भरपूर गोष्टी आहेत.
We have lots of things to do.,आम्हाला भरपूर गोष्टी करायच्या आहेत.
We have no idea where Tom is.,टॉम कुठे आहे याची मला काही कल्पना नाहीये.
We import coffee from Brazil.,आम्ही ब्राझीलपासून कॉफी आयात करतो.
We import coffee from Brazil.,आपण ब्राझीलपासून कॉफी आयात करतो.
We keep three dogs and a cat.,आम्ही तीन कुत्रे व एक मांजर पाळतो.
We live in a dangerous world.,आपण एका धोकादायक जगात राहतो.
We live in a dangerous world.,आम्ही एका धोकादायक जगात राहतो.
We must clean up the kitchen.,आपल्याला स्वयंपाकघर साफ करायला पाहिजे.
We played baseball yesterday.,आम्ही काल बेसबॉल खेळलो.
We played baseball yesterday.,आपण काल बेसबॉल खेळलो.
We played cards after dinner.,आम्ही जेवल्यानंतर पत्ते खेळलो.
We played cards after dinner.,आपण जेवल्यानंतर पत्ते खेळलो.
We saw a white ship far away.,आम्हाला दूरवर एक सफेद जहाज दिसून आलं.
We saw a white ship far away.,आम्हाला दूरवर एक पांढरी नौका दिसून आली.
We swim together once a week.,आम्ही आठवड्यातून एकदा एकत्र पोहतो.
We swim together once a week.,आपण आठवड्यातून एकदा एकत्र पोहतो.
We traveled in South America.,आम्ही दक्षिण अमेरिकेत प्रवेश केला.
We traveled in South America.,आपण दक्षिण अमेरिकेत प्रवेश केला.
We want to go back to Boston.,आम्हाला बॉस्टनला परतायचं आहे.
We want to go back to Boston.,आपल्याला बॉस्टनला परतायचं आहे.
We wanted to travel together.,आम्हाला एकत्र प्रवास करायचा होता.
We wanted to travel together.,आपल्याला एकत्र प्रवास करायचा होता.
We were born on the same day.,आम्ही एकाच दिवशी जन्माला आलेलो.
We were born on the same day.,आपण एकाच दिवशी जन्माला आलेलो.
We were never ashamed of you.,आम्हाला तुझी लाज कधीच वाटली नव्हती.
We were never ashamed of you.,आम्हाला कधीही तुमची लाज वाटली नव्हती.
We weren't at home yesterday.,आम्ही काल घरी नव्हतो.
We weren't at home yesterday.,आपण काल घरी नव्हतो.
We'll have breakfast at 6:30.,आपण ६:३० वाजता नाश्ता करू.
We'll have breakfast at 6:30.,आम्ही ६:३० वाजता नाश्ता करू.
We're all still good friends.,आपण सगळे अजूनही चांगले मित्र आहोत.
We're all still good friends.,आम्ही सगळे अजूनही चांगले मित्र आहोत.
We're all still good friends.,आम्ही सर्व अजूनही चांगल्या मैत्रिणी आहोत.
